item,Phon,LDTrt,LDTpe,NMGrt,PDMrt,FLPrt,freqfilms,freqbooks,Nlett,Nphon,OLD20,PLD20,AoA,Freqsubj,IMA
acte,akt,657.6,0.09,530.5,1167.6,629.6,39.19,35.88,4,3,1.5,1,9.4,4.4,3.2
âge,aZ,581.0,0.03,494.0,1092.4,624.5,150.45,205.27,3,2,1.7,1,4.8,5.4,3.3
aide,Ed,640.9,0.06,505.6,1269.2,571.5,291.1,70.68,4,2,1,1,5.8,5.1,3.3
aigle,Egl,639.9,0.09,500.2,1157.0,643.5,5.5,7.91,5,3,1.55,1.6,6.5,3.2,6.7
aigre,EgR,815.2,0.30,533.7,1173.0,785.9,0.63,9.6,5,3,1.5,1.55,10.6,3.0,3.3
ail,aj,641.5,0.09,531.5,1211.5,686.6,9.14,7.97,3,2,1.05,1,7.9,4.2,6.6
aile,El,711.6,0.42,572.4,1338.7,609.6,15,20.47,4,2,1,1,5.5,3.8,6.3
air,ER,600.6,0.09,517.5,1132.0,614.7,473.5,661.01,3,2,1.3,1,6.0,4.9,3.6
aise,Ez,784.0,0.21,523.2,1267.8,702.7,33.68,52.16,4,2,1,1,10.8,3.6,1.7
algue,alg,707.6,0.21,530.9,1244.1,693.6,0.29,1.62,5,3,1.8,1.1,7.9,2.9,6.5
ambre,@bR,690.0,0.21,533.6,1248.8,669.5,0.93,4.39,5,3,1.55,1.25,11.6,3.1,4.2
âme,am,578.3,0.06,502.4,1117.8,571.9,122.22,129.53,3,2,1.7,1,10.0,3.5,2.4
ample,@pl,737.5,0.09,521.7,1209.3,665.7,0.82,8.04,5,3,1.75,1.45,10.0,3.7,3.8
an,@,631.4,0.06,514.3,1319.8,709.2,148.41,76.76,2,1,1,1,4.8,4.9,2.3
ancre,@kR,720.4,0.09,523.2,1136.3,741.7,4.8,4.8,5,3,1.45,1.2,8.9,3.2,5.5
âne,an,620.1,0.09,508.3,1106.2,612.7,12.33,14.32,3,2,1.75,1,5.0,3.5,6.8
ange,@Z,628.3,0.03,493.4,1184.9,656.8,47.9,21.62,4,2,1.5,1.2,6.5,4.1,6.5
angle,@gl,600.0,0.06,509.9,1157.5,621.6,11.56,46.89,5,3,1.65,1.4,8.4,3.9,5.3
août,ut,623.9,0.03,587.9,1171.3,652.0,12.65,49.66,4,2,1.85,1,6.0,3.5,4.1
apte,apt,795.8,0.35,526.9,1312.1,670.5,1.77,2.77,4,3,1.65,1.1,10.5,3.7,2.3
arbre,aRbR,654.3,0.00,492.4,1100.2,577.1,49.29,67.16,5,4,1.75,1.75,3.9,4.7,6.8
arc,aRk,629.2,0.09,513.0,1138.2,708.5,4.52,14.05,3,3,1.5,1,7.0,3.4,6.2
arche,aRS,763.0,0.26,509.7,1241.9,713.3,2.83,5.68,5,3,1.6,1.15,9.3,3.0,5.2
arme,aRm,673.9,0.09,506.2,1180.6,625.8,117.81,38.24,4,3,1.3,1,7.1,4.0,6.3
art,aR,579.1,0.06,499.5,1141.1,698.0,65.93,81.49,3,2,1.45,1,8.4,4.2,4.3
as,a,657.2,0.21,531.2,1253.4,746.2,3437.24,509.6,2,1,1,1,7.7,3.4,5.1
asthme,asm,769.3,0.17,564.5,1452.9,679.7,3.13,3.11,6,3,2.3,1.4,10.2,3.1,4.0
astre,astR,729.2,0.09,512.1,1165.0,713.9,1.89,4.32,5,4,1.65,1.55,10.3,2.8,4.2
au,o,673.2,0.09,521.7,1227.6,712.3,3737.75,5322.5,2,1,1,1,5.6,6.9,1.1
aube,ob,680.0,0.09,530.0,1260.5,708.8,30.14,55.81,4,2,1.6,1.2,9.3,3.3,4.3
autre,otR,602.9,0.06,496.5,1102.2,598.6,1148.11,1369.13,5,3,1.7,1,5.9,6.4,1.9
aux,o,674.8,0.00,524.5,1163.6,766.4,835.65,1907.57,3,1,1.5,1,6.3,6.6,1.1
axe,aks,630.7,0.09,490.3,1086.5,670.9,3.04,9.6,3,3,1.1,1,10.0,4.0,3.6
bac,bak,628.7,0.00,466.8,1043.5,557.4,9.03,13.99,3,3,1,1,10.1,4.1,5.7
bâche,baS,685.5,0.21,473.9,1202.0,661.3,2.31,10.14,5,3,1.3,1,8.7,3.2,5.9
badge,badZ,725.0,0.13,528.7,1223.0,680.5,6.03,0.74,5,4,1.85,1.55,9.3,4.1,5.8
bague,bag,666.0,0.03,471.8,1156.9,631.1,26.21,16.15,5,3,1.35,1,5.7,3.9,6.9
baie,bE,639.8,0.03,480.3,1151.5,597.5,6.17,15.47,4,2,1,1,9.7,3.5,4.9
baigne,bEN,716.3,0.17,485.4,1198.7,649.6,7.87,6.76,6,3,1.45,1,6.4,3.8,3.9
bail,baj,750.3,0.30,509.3,1279.6,656.4,11.49,2.57,4,3,1.4,1,13.2,3.9,3.0
bain,b5,623.7,0.03,455.1,1115.9,557.1,50.52,43.11,4,2,1.1,1,4.2,4.7,6.6
baisse,bEs,724.7,0.03,496.2,1249.7,692.0,31.65,18.18,6,3,1.3,1,6.7,4.7,2.7
bal,bal,582.2,0.03,438.2,1068.6,626.3,28.57,18.31,3,3,1.05,1,7.6,3.7,6.0
balle,bal,663.4,0.10,454.5,1217.3,605.7,77.32,44.73,5,3,1.1,1,4.0,4.6,6.7
banc,b@,673.4,0.03,453.1,1145.1,639.3,8.96,48.31,4,2,1.65,1,5.3,4.6,6.5
bande,b@d,684.2,0.00,467.7,1205.9,644.0,73.83,55.47,5,3,1.4,1,7.9,4.8,4.7
banque,b@k,627.1,0.00,479.6,1164.0,592.2,70.79,25.54,6,3,1.5,1.1,8.3,4.7,6.1
bar,baR,543.6,0.03,461.1,1044.7,610.5,60.17,52.57,3,3,1.2,1,7.6,4.8,6.4
barbe,baRb,680.4,0.17,535.6,1177.9,618.8,23.72,48.17,5,4,1.35,1,5.5,4.0,6.8
barque,baRk,767.7,0.06,504.1,1269.7,734.3,9.52,29.93,6,4,1.55,1,7.1,3.4,6.4
barre,baR,656.9,0.09,449.8,1171.1,621.9,23.58,28.99,5,3,1.2,1,6.6,4.4,5.8
bas,ba,574.3,0.03,473.0,1040.4,718.8,171.82,250,3,2,1,1,5.0,5.5,3.2
base,baz,622.6,0.03,468.3,1120.9,669.6,53.66,32.23,4,3,1,1,8.8,4.2,3.2
basque,bask,816.9,0.25,504.8,1212.7,681.4,8.11,3.71,6,4,1.55,1.35,12.1,3.3,2.8
basse,bas,669.5,0.03,479.6,1183.6,679.6,11.9,74.66,5,3,1,1,6.5,4.9,3.3
battre,batR,686.9,0.03,470.1,1335.1,628.7,75.92,57.36,6,4,1.7,1,6.3,4.3,3.4
baume,bom,763.9,0.10,489.1,1272.6,819.0,1.79,2.91,5,3,1.75,1.25,11.1,4.0,4.4
beau,bo,593.1,0.03,444.1,1136.0,649.9,310.15,297.17,4,2,1.55,1,4.5,5.2,4.2
bec,bEk,609.5,0.13,440.7,1054.2,668.3,6.74,23.31,3,3,1.3,1,5.4,3.5,6.6
bêche,bES,824.1,0.46,493.2,1247.0,752.4,0.45,3.78,5,3,1.55,1,9.3,2.7,4.8
beige,bEZ,705.2,0.21,529.4,1134.3,711.5,1.26,7.97,5,3,1.75,1.25,6.5,3.7,5.1
bel,bEl,720.2,0.52,450.5,1185.2,725.7,31.35,37.09,3,3,1.5,1,7.7,4.0,2.3
berge,bERZ,754.8,0.35,494.1,1150.8,688.7,1.79,8.72,5,4,1.4,1.2,10.7,3.7,4.3
bête,bEt,606.8,0.06,441.4,1091.6,586.8,95.18,96.49,4,3,1.55,1,4.9,4.5,5.1
beurre,b9R,655.0,0.03,476.5,1238.0,665.9,16.39,29.46,6,3,1.6,1,4.8,4.1,6.7
biais,bjE,769.4,0.17,483.3,1246.4,735.3,1.64,17.1,5,3,1.45,1,12.4,4.8,1.7
bible,bibl,657.9,0.09,495.7,1308.0,638.5,17.03,17.16,5,4,1.7,1.65,8.4,4.3,5.9
biche,biS,705.5,0.17,459.7,1223.3,642.7,5.49,8.04,5,3,1.35,1,5.9,3.8,6.5
bien,bj5,541.7,0.00,439.1,1097.2,692.7,4337.68,2628.58,4,3,1.6,1.45,4.6,4.7,2.3
bière,bjER,629.6,0.03,462.6,1160.3,682.9,68.55,35.34,5,4,1.75,1.15,9.3,4.3,6.8
bile,bil,757.2,0.46,473.9,1345.6,652.6,4.92,5.74,4,3,1,1,11.7,4.4,3.7
bille,bij,664.9,0.09,497.8,1438.4,713.5,2.5,8.58,5,3,1,1,5.7,3.9,6.8
bip,bip,761.9,0.38,490.3,1140.8,637.0,6.94,1.28,3,3,1.25,1,8.6,3.7,4.3
bis,bis,714.2,0.26,463.2,1076.8,711.2,1.48,3.38,3,3,1,1,9.2,3.5,2.2
bise,biz,768.1,0.30,453.5,1288.4,689.2,5.02,10.61,4,3,1,1,6.4,4.6,4.7
blague,blag,666.1,0.03,468.1,1218.9,571.9,63.72,17.7,6,4,1.65,1.35,6.5,4.3,4.9
blâme,blam,641.3,0.21,480.1,1153.0,628.3,4.76,5.27,5,4,1.65,1.2,11.8,3.9,2.5
blanc,bl@,592.6,0.06,456.0,1145.0,722.0,81.49,211.76,5,3,1.85,1,5.4,5.3,5.9
blanche,bl@S,679.1,0.03,491.0,1200.8,575.0,42.3,154.46,7,4,1.6,1.4,4.6,4.3,6.1
blé,ble,617.6,0.03,452.4,1153.7,646.0,19.07,23.24,3,3,1.65,1,6.5,4.4,6.4
blême,blEm,726.6,0.40,462.8,1231.6,657.2,1.16,11.62,5,4,1.85,1.1,12.4,4.2,2.1
bleu,bl2,581.1,0.03,423.0,1096.6,557.2,51.16,149.26,4,3,1.65,1.25,3.8,4.3,6.2
bloc,blOk,597.5,0.00,482.8,1095.5,644.5,14.25,28.31,4,4,1.55,1.5,7.5,3.6,4.7
blond,bl§,613.3,0.00,460.8,1124.2,633.6,12.34,29.66,5,3,1.8,1.25,5.6,5.1,6.4
blues,bluz,732.5,0.46,504.1,1199.8,755.0,7.81,5.68,5,4,1.7,1.65,11.5,3.7,3.7
boeuf,b9f,583.8,0.00,476.3,1090.6,566.3,9.02,16.08,5,3,1.85,1.3,6.5,4.6,6.7
boire,bwaR,635.4,0.00,453.8,1109.4,589.1,144.82,102.3,5,4,1.4,1,4.0,4.9,5.2
bois,bwa,585.9,0.00,458.7,1064.4,600.8,153.19,308.99,4,3,1,1,5.5,4.8,6.5
boîte,bwat,578.5,0.00,454.1,1118.4,606.6,74.58,94.32,5,4,1.75,1.25,4.7,5.5,6.5
bol,bOl,616.2,0.10,455.2,1153.5,634.4,16.93,20.07,3,3,1,1,4.3,4.7,6.6
bombe,b§b,625.5,0.00,470.4,1205.5,636.2,49.07,15.74,5,3,1.6,1.3,7.7,4.4,5.9
bon,b§,578.9,0.03,461.5,1043.0,549.2,1514.57,594.99,3,2,1,1,4.3,5.4,3.0
bond,b§,700.9,0.25,477.6,1189.6,649.8,3.44,20.07,4,2,1.25,1,7.3,3.9,4.4
bonne,bOn,629.9,0.09,457.5,1146.8,694.3,632.11,338.52,5,3,1.25,1,6.2,5.8,3.2
borgne,bORN,811.9,0.17,533.3,1342.6,742.3,2.66,5.34,6,4,1.75,1.7,10.3,3.4,4.8
borne,bORn,706.9,0.06,511.2,1162.0,663.7,2.11,9.26,5,4,1.15,1.3,8.6,4.3,5.3
bosse,bOs,697.0,0.00,481.4,1144.2,687.1,28,9.46,5,3,1.1,1,6.2,3.8,5.5
botte,bOt,653.1,0.00,484.7,1177.1,625.3,10.36,9.66,5,3,1.05,1,5.4,3.8,6.7
bouc,buk,654.0,0.21,436.4,1207.9,643.4,7.92,8.92,4,3,1.6,1,7.3,3.8,6.4
bouche,buS,600.0,0.03,455.6,1258.2,606.7,91.07,272.1,6,3,1.25,1,3.9,4.3,6.7
boucle,bukl,626.2,0.06,456.1,1244.3,670.6,14.91,14.73,6,4,1.55,1.35,6.6,3.6,6.4
boue,bu,635.3,0.09,450.1,1182.7,632.6,15.09,52.3,4,2,1,1,5.8,4.5,5.8
bouée,bwe,683.8,0.17,478.3,1200.5,693.9,1.3,4.59,5,3,1,1.3,5.6,3.6,6.4
boueux,bw2,782.2,0.30,512.3,1314.8,696.7,1.25,5.95,6,3,1.85,1.7,7.4,3.5,5.5
bougre,bugR,780.0,0.46,501.9,1294.5,816.5,4.2,9.25,6,4,1.65,1.75,11.6,3.2,2.4
bouille,buj,828.5,0.48,514.4,1322.9,809.9,0.72,5.88,7,3,1.1,1,7.6,3.0,3.7
boule,bul,689.5,0.03,456.6,1252.3,646.0,19.57,38.92,5,3,1,1,4.9,3.6,6.6
boum,bum,692.8,0.17,484.3,1413.7,731.9,12,4.73,4,3,1.35,1,7.4,3.6,4.9
bourg,buR,716.2,0.21,467.0,1175.9,669.8,1.48,13.85,5,3,1.8,1,9.6,3.9,3.9
bourse,buRs,616.5,0.03,465.9,1262.7,611.1,17.48,11.22,6,4,1.6,1.1,9.8,3.9,5.2
bout,bu,623.3,0.03,457.7,1290.7,565.8,123.9,381.36,4,2,1.05,1,6.2,3.8,3.1
box,bOks,622.8,0.06,453.3,1073.4,606.6,2.48,4.05,3,4,1.35,1.6,11.4,3.9,5.4
boxe,bOks,634.6,0.00,480.0,1039.6,648.0,9.83,7.91,4,4,1.55,1.6,8.1,4.1,5.7
braille,bRaj,841.9,0.21,505.0,1318.0,779.8,0.84,3.17,7,4,1.4,1,9.7,3.0,3.8
braise,bREz,829.0,0.36,496.1,1267.0,720.3,1.12,5.95,6,4,1.35,1.1,8.4,3.3,5.1
branche,bR@S,695.4,0.03,488.1,1284.6,621.3,17.92,25.2,7,4,1.25,1.05,5.3,3.5,6.6
bras,bRa,576.2,0.06,444.3,1136.1,578.6,149.26,487.97,4,3,1.45,1,4.2,4.2,6.7
brasse,bRas,773.7,0.31,475.8,1303.9,NA,0.64,1.62,6,4,1.45,1.1,6.8,3.8,4.2
brave,bRav,658.9,0.00,494.5,1122.4,628.0,29.28,27.02,5,4,1.15,1.05,9.4,4.3,2.4
break,bREk,725.1,0.10,503.5,1158.4,712.4,6.91,1.96,5,4,1.9,1,11.6,3.5,3.1
brèche,bRES,729.6,0.21,492.1,1220.7,674.5,3.54,7.7,6,4,1.75,1,11.0,3.4,3.9
bref,bREf,624.6,0.00,456.4,1086.2,570.7,32.7,74.59,4,4,1.9,1.35,9.0,4.8,2.0
brève,bREv,694.2,0.09,457.7,1088.5,663.3,3.97,21.09,5,4,1.75,1.25,9.8,3.6,2.4
bride,bRid,771.6,0.35,495.3,1225.9,707.3,1.93,9.26,5,4,1.2,1,9.5,4.4,4.0
bridge,bRidZ,794.2,0.13,507.2,1290.3,801.8,4.31,3.99,6,5,1.75,1.55,11.8,3.2,3.6
brie,bRi,720.5,0.09,467.2,1206.4,NA,0.33,0.74,4,3,1.1,1,9.0,3.1,5.6
brin,bR5,738.0,0.21,465.7,1145.3,638.5,4.95,13.99,4,3,1.4,1,8.0,3.4,5.0
brique,bRik,703.2,0.06,459.1,1154.4,702.8,4.45,13.85,6,4,1.25,1,6.9,3.7,6.1
bris,bRi,671.3,0.40,444.5,1189.1,844.9,0.9,1.35,4,3,1,1,10.9,3.4,2.5
brise,bRiz,666.0,0.03,466.6,1202.6,653.4,14.05,16.96,5,4,1,1,8.9,3.1,3.5
broche,bROS,733.8,0.25,524.1,1249.1,655.1,3.91,4.32,6,4,1.35,1.35,8.1,2.9,5.9
bronche,bR§S,667.0,0.17,508.6,1337.5,718.3,0.48,1.96,7,4,1.55,1.5,10.0,3.4,4.1
bronze,bR§z,608.4,0.03,444.7,1130.3,647.5,4.53,19.8,6,4,1.75,1.65,9.2,3.0,4.8
brosse,bROs,688.0,0.06,497.9,1199.8,572.7,9.06,17.43,6,4,1.4,1.5,5.4,4.2,6.7
brouille,bRuj,770.1,0.25,513.2,1454.9,791.4,1.29,4.8,8,4,1.35,1,10.1,3.2,2.3
brousse,bRus,732.7,0.09,489.9,1247.4,689.9,0.95,10.88,7,4,1.75,1.35,12.5,4.0,4.6
bruit,bR8i,548.5,0.03,444.0,1206.3,617.0,79.19,224.73,5,4,1.65,1.6,4.7,4.2,4.4
brume,bRym,686.3,0.03,450.9,1381.9,649.0,4.17,35.88,5,4,1.5,1.1,9.0,3.5,4.8
brun,bR1,604.3,0.03,493.2,1201.4,571.3,5.56,28.78,4,3,1.6,1.5,7.0,4.8,5.6
brune,bRyn,666.0,0.06,459.4,1205.1,726.1,10.95,31.76,5,4,1.45,1.5,6.6,4.5,6.4
brusque,bRysk,732.9,0.06,490.7,1148.1,675.7,1.91,27.57,7,5,1.65,1.65,9.1,3.5,2.8
brut,bRyt,636.2,0.03,481.6,1251.8,634.4,1.95,4.05,4,4,1.45,1.35,9.9,3.9,2.8
brute,bRyt,647.0,0.06,445.6,1207.9,620.9,10.93,11.22,5,4,1.55,1.35,8.2,3.9,3.5
bûche,byS,646.3,0.06,482.6,1189.2,604.2,2.14,5.14,5,3,1.6,1,6.8,3.6,6.5
buée,b8e,747.3,0.25,447.4,1146.3,678.4,0.32,13.11,4,3,1.25,1.35,7.4,4.1,5.7
buffle,byfl,750.3,0.30,528.7,1354.3,790.0,1.16,1.96,6,4,2.05,1.75,8.7,2.6,5.7
bulbe,bylb,759.8,0.09,491.1,1367.9,738.6,0.31,1.01,5,4,1.85,1.7,10.5,2.9,5.0
bulle,byl,688.1,0.13,440.1,1456.9,644.8,3.2,6.62,5,3,1.25,1,5.1,4.3,6.7
bus,by,601.4,0.00,437.7,1092.2,607.2,51.13,14.05,3,2,1,1,6.4,5.6,6.9
buste,byst,794.5,0.21,501.5,1138.9,697.4,2.02,21.62,5,4,1.6,1.75,9.6,3.1,5.3
but,by,578.8,0.00,444.5,1200.8,624.5,77.94,74.39,3,2,1,1,6.8,5.0,4.6
butte,byt,693.5,0.35,473.9,1362.1,704.4,1.49,5.41,5,3,1.4,1,9.3,3.1,4.8
ça,sa,579.6,0.03,435.9,1090.7,612.5,8971.85,2483.65,2,2,1.2,1,4.7,6.8,1.7
câble,kabl,608.7,0.03,526.5,1107.2,618.8,13.42,2.97,5,4,1.6,1,9.7,4.1,5.9
cache,kaS,651.8,0.09,501.4,1245.3,748.5,48.7,23.04,5,3,1.15,1,5.1,4.5,3.0
cadre,kadR,616.4,0.06,536.5,1195.9,604.8,11.64,30.27,5,4,1.3,1.05,7.9,4.3,6.1
cage,kaZ,642.2,0.03,520.9,1171.8,630.5,16.61,34.86,4,3,1.05,1,6.1,3.6,6.6
caille,kaj,733.8,0.06,533.0,1186.4,646.1,2.89,3.98,6,3,1.15,1,9.7,3.1,5.4
caisse,kEs,623.3,0.00,508.2,1141.8,615.6,29.46,51.01,6,3,1.6,1.1,6.4,4.4,6.0
cake,kEk,718.0,0.25,590.9,1241.1,666.5,2.57,1.69,4,3,1.45,1,7.0,3.8,6.4
calme,kalm,589.1,0.00,522.4,1111.1,577.9,258.02,128.11,5,4,1.2,1,5.9,5.1,3.8
calque,kalk,798.6,0.06,547.3,1300.3,735.3,0.27,0.68,6,4,1.65,1,8.2,3.4,5.3
camp,k@,646.1,0.00,525.6,1122.3,696.9,105.92,75.61,4,2,1.4,1,7.6,3.8,5.4
cancre,k@kR,725.9,0.30,584.1,1343.8,699.3,0.77,2.5,6,4,1.75,1.7,11.5,2.9,3.4
canne,kan,668.7,0.10,496.5,1132.7,613.3,10.22,27.36,5,3,1.2,1,6.4,3.5,6.2
cap,kap,695.1,0.10,512.8,1128.5,691.6,19.48,15.68,3,3,1.1,1,9.2,3.4,3.3
cape,kap,743.8,0.21,525.1,1166.0,671.4,5.4,10.34,4,3,1,1,6.5,3.3,6.1
câpre,kapR,797.4,0.30,571.7,1118.9,NA,0.11,0,5,4,1.9,1.35,12.1,2.6,4.1
car,kaR,539.2,0.06,456.4,1088.4,582.8,251.4,485.2,3,3,1.1,1,6.3,5.5,5.6
carpe,kaRp,683.3,0.43,555.0,1128.1,639.7,2.42,2.77,5,4,1.4,1.2,8.6,2.7,5.7
carte,kaRt,621.1,0.03,537.5,1139.8,639.5,96.11,60.95,5,4,1,1,6.0,4.7,6.6
cas,ka,595.6,0.10,515.3,1080.6,601.2,280.59,217.36,3,2,1,1,7.6,5.9,1.5
case,kaz,675.9,0.09,551.2,1194.4,728.8,4.76,10.07,4,3,1,1,6.6,4.1,4.5
cash,kaS,690.5,0.17,542.6,1190.5,670.3,8.23,0.68,4,3,1.65,1,12.2,3.6,3.1
casque,kask,656.9,0.03,550.1,1128.3,618.9,12.38,22.36,6,4,1.35,1,6.7,3.9,6.7
casse,kas,645.9,0.09,515.6,1167.3,718.6,53.74,21.89,5,3,1,1,6.1,4.6,3.4
cause,koz,626.7,0.13,480.3,1107.2,633.1,230.61,200.81,5,3,1.3,1,8.1,5.5,2.1
cave,kav,626.2,0.03,543.4,1099.4,576.7,21.55,45.74,4,3,1,1,6.8,3.6,6.3
ce,s2,580.0,0.09,436.7,1206.2,665.5,7958.35,5395.13,2,2,1.15,1,5.1,6.7,1.5
cèdre,sEdR,720.3,0.31,472.0,1113.1,692.0,0.47,2.16,5,4,1.8,1.7,11.2,2.8,4.4
celle,sEl,691.4,0.30,433.4,1187.2,732.0,141.3,299.46,5,3,1.25,1,7.0,6.1,2.3
celte,sElt,715.0,0.06,479.7,1296.1,724.0,0.33,0.88,5,4,1.6,1.25,11.1,2.7,3.9
cendre,s@dR,740.1,0.21,447.8,1183.9,674.7,3.24,11.08,6,4,1.45,1.25,7.2,4.0,6.0
cent,s@,637.5,0.10,446.6,1116.1,639.5,54.82,157.1,4,2,1.5,1,6.3,5.0,5.0
centre,s@tR,697.0,0.03,453.3,1203.8,700.0,53.93,80.68,6,4,1.45,1,7.1,4.8,4.1
cèpe,sEp,741.1,0.42,499.3,1199.7,726.9,0.02,0.27,4,3,1.7,1,8.7,3.1,5.9
cercle,sERkl,600.7,0.00,454.8,1193.4,642.6,17.81,42.5,6,5,1.8,1.65,6.0,4.1,6.3
cerf,sER,674.2,0.03,458.4,1114.6,704.3,6.17,20.27,4,3,1.85,1,6.4,3.1,6.5
certes,sERt,725.2,0.09,454.5,1310.2,641.6,14.88,69.66,6,4,1.7,1,11.4,5.6,1.3
cesse,sEs,728.7,0.13,470.8,1111.9,697.1,40.75,96.55,5,3,1.35,1,8.2,4.3,1.7
chaîne,SEn,587.4,0.00,432.5,1140.3,606.0,28.4,43.24,6,3,1.9,1,7.6,4.8,6.4
chair,SER,651.1,0.09,460.6,1143.6,644.5,37.73,95.61,5,3,1.6,1,8.7,3.7,5.0
chaise,SEz,609.9,0.00,468.5,1222.2,590.8,32.7,86.35,6,3,1.8,1.15,4.0,5.5,6.9
châle,Sal,651.8,0.40,462.2,1144.1,677.4,2.08,9.32,5,3,1.85,1,9.1,3.0,5.5
chambre,S@bR,561.1,0.00,452.7,1203.4,561.0,264.74,381.22,7,4,1.65,1.4,3.8,5.8,6.3
champ,S@,580.8,0.00,426.7,1166.4,610.2,38.05,51.76,5,2,1.75,1,5.6,4.0,6.4
chance,S@s,572.2,0.03,471.1,1141.4,581.0,334.02,114.05,6,3,1.7,1.1,6.4,5.1,3.0
change,S@Z,600.6,0.06,463.7,1157.4,685.9,81.89,39.46,6,3,1.5,1.2,6.2,5.5,2.4
chant,S@,674.8,0.06,459.4,1172.3,571.7,17.64,28.38,5,2,1.6,1,6.1,4.4,5.3
chaque,Sak,647.6,0.09,477.0,1252.1,650.5,246.29,486.35,6,3,1.65,1,6.5,6.6,1.6
char,SaR,759.4,0.17,478.5,1244.6,622.5,8.6,7.91,4,3,1.45,1,8.4,2.8,5.5
charge,SaRZ,634.1,0.00,471.8,1127.3,582.6,53.41,44.05,6,4,1.5,1.25,9.4,4.3,3.1
charme,SaRm,575.7,0.03,441.2,1266.6,597.9,20.43,44.33,6,4,1.5,1.3,9.4,4.4,3.9
charte,SaRt,794.8,0.40,489.8,1393.4,693.1,1.04,1.82,6,4,1.5,1.15,12.8,3.0,2.9
chasse,Sas,644.8,0.00,460.4,1210.3,629.3,57.57,61.76,6,3,1.15,1,6.2,3.6,5.4
chaste,Sast,806.2,0.30,482.2,1248.0,700.0,1.5,4.32,6,4,1.7,1.15,12.5,2.7,2.7
chat,Sa,536.3,0.00,408.6,1101.0,575.0,57.71,59.26,4,2,1.45,1,3.8,5.3,6.9
chaud,So,579.6,0.00,435.2,1107.9,572.1,101.36,104.19,5,2,1.75,1,4.0,5.4,4.8
chauffe,Sof,687.4,0.21,477.1,1359.2,628.4,7.9,4.86,7,3,1.65,1.1,6.3,4.7,3.2
chaume,Som,752.1,0.26,462.0,1333.5,798.0,0.36,4.86,6,3,1.7,1.2,10.6,2.8,3.7
chauve,Sov,626.1,0.03,439.7,1168.3,686.8,9.73,14.6,6,3,1.8,1.4,6.7,3.5,6.3
chaux,So,641.5,0.35,441.3,1237.4,678.1,1.32,7.36,5,2,1.8,1,11.7,2.8,2.8
chef,SEf,566.7,0.06,442.8,1141.6,674.5,189.79,172.57,4,3,1.8,1.35,6.4,4.5,5.5
chêne,SEn,624.7,0.03,458.2,1115.9,600.6,4.25,16.49,5,3,1.9,1,7.6,3.3,6.1
chèque,SEk,610.0,0.00,466.2,1124.9,582.8,23.86,6.01,6,3,1.75,1,9.3,4.8,6.7
cher,SER,607.6,0.00,430.0,1182.1,767.1,165.41,110.74,4,3,1.7,1,6.5,5.4,3.1
chèvre,SEvR,621.0,0.00,444.2,1081.7,660.2,8.26,10.14,6,4,1.9,1.8,5.0,3.8,6.9
chez,Se,629.2,0.00,434.8,1108.2,600.0,842.18,680.54,4,2,1.85,1,5.2,6.4,1.8
chic,Sik,603.6,0.06,445.3,1127.2,644.1,21.82,17.98,4,3,1.45,1,9.2,4.1,3.6
chien,Sj5,555.9,0.00,406.6,1091.7,640.5,158.77,117.64,5,3,1.7,1.4,3.6,4.9,6.8
chiffre,SifR,628.3,0.03,464.0,1239.4,604.0,9.57,12.9,7,4,1.75,1.5,5.2,5.4,5.5
chine,Sin,744.8,0.21,434.8,1237.9,NA,0.67,0.61,5,3,1.55,1,9.0,3.6,5.6
chiot,Sjo,711.0,0.09,449.4,1161.2,640.4,3.98,1.49,5,3,1.9,1.6,6.2,3.8,6.8
chips,Sips,672.4,0.06,452.2,1089.9,661.5,6.72,0.95,5,4,1.55,1.6,5.6,4.1,6.7
chique,Sik,728.9,0.35,495.0,1319.8,750.5,0.38,2.3,6,3,1.6,1,12.1,3.4,3.3
chlore,klOR,757.9,0.13,557.7,1347.5,709.6,0.79,0.81,6,4,1.75,1.3,9.6,3.3,3.9
choc,SOk,617.9,0.03,427.6,1089.8,546.9,31.52,38.65,4,3,1.75,1.15,7.7,4.6,4.1
choeur,k9R,718.6,0.17,579.8,1210.3,706.1,6.39,24.86,6,3,1.85,1.2,10.1,3.3,4.5
choix,Swa,559.0,0.00,432.1,1050.7,535.9,113.35,51.42,5,3,1.65,1,7.0,5.8,2.6
chope,SOp,787.1,0.26,442.4,1221.2,850.1,4.49,2.36,5,3,1.4,1.2,11.1,3.7,4.3
chose,Soz,588.4,0.06,440.4,1136.9,588.7,1321.79,695.2,5,3,1.7,1.25,5.4,5.9,3.0
chou,Su,633.6,0.03,434.8,1175.5,697.3,25.5,13.99,4,2,1.65,1,6.0,3.7,6.2
chouette,SwEt,684.7,0.03,460.6,1248.9,647.2,29.03,18.31,8,4,2,1.8,6.3,4.1,6.4
christ,kRist,695.0,0.03,576.4,1295.0,785.0,1.54,2.57,6,5,1.95,1.25,9.0,3.1,5.1
chrome,kRom,721.7,0.30,536.6,1319.1,662.5,0.78,1.42,6,4,1.75,1.45,12.3,2.8,3.2
chute,Syt,633.0,0.03,463.9,1163.8,578.2,22.98,35.54,5,3,1.55,1,6.8,4.1,4.4
cible,sibl,638.3,0.03,447.7,1159.3,614.8,28.69,8.65,5,4,1.45,1.35,7.7,4.0,6.4
